Accession	EntryName	GeneID	TaxID	EnsemblGeneID	GeneSymbol	Description	Type
Q9ULW3	ABT1_HUMAN	29777	9606	ENSG00000146109	ABT1	activator of basal transcription 1	protein-coding
Q969K4	ABTB1_HUMAN	80325	9606	ENSG00000114626	ABTB1	ankyrin repeat and BTB domain containing 1	protein-coding
Q8N961	ABTB2_HUMAN	25841	9606	ENSG00000166016	ABTB2	ankyrin repeat and BTB domain containing 2	protein-coding
Q13085	ACACA_HUMAN	31	9606	ENSG00000275176	ACACA	acetyl-CoA carboxylase alpha	protein-coding
Q13085	ACACA_HUMAN	31	9606	ENSG00000278540	ACACA	acetyl-CoA carboxylase alpha	protein-coding
O00763	ACACB_HUMAN	32	9606	ENSG00000076555	ACACB	acetyl-CoA carboxylase beta	protein-coding
Q9UKU7	ACAD8_HUMAN	27034	9606	ENSG00000151498	ACAD8	acyl-CoA dehydrogenase family member 8	protein-coding
Q9H845	ACAD9_HUMAN	28976	9606	ENSG00000177646	ACAD9	acyl-CoA dehydrogenase family member 9	protein-coding
P28330	ACADL_HUMAN	33	9606	ENSG00000115361	ACADL	acyl-CoA dehydrogenase long chain	protein-coding
P11310	ACADM_HUMAN	34	9606	ENSG00000117054	ACADM	acyl-CoA dehydrogenase medium chain	protein-coding
P16219	ACADS_HUMAN	35	9606	ENSG00000122971	ACADS	acyl-CoA dehydrogenase short chain	protein-coding
P49748	ACADV_HUMAN	37	9606	ENSG00000072778	ACADVL	acyl-CoA dehydrogenase very long chain	protein-coding
Q15027	ACAP1_HUMAN	9744	9606	ENSG00000072818	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	protein-coding
Q15027	ACAP1_HUMAN	9744	9606	ENSG00000288169	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	protein-coding
Q15057	ACAP2_HUMAN	23527	9606	ENSG00000114331	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	protein-coding
Q96P50	ACAP3_HUMAN	116983	9606	ENSG00000131584	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	protein-coding
O00400	ACATN_HUMAN	9197	9606	ENSG00000169359	SLC33A1	solute carrier family 33 member 1	protein-coding
Q8NC06	ACBD4_HUMAN	79777	9606	ENSG00000181513	ACBD4	acyl-CoA binding domain containing 4	protein-coding
Q5T8D3	ACBD5_HUMAN	91452	9606	ENSG00000107897	ACBD5	acyl-CoA binding domain containing 5	protein-coding
Q9BR61	ACBD6_HUMAN	84320	9606	ENSG00000230124	ACBD6	acyl-CoA binding domain containing 6	protein-coding
Q8N6N7	ACBD7_HUMAN	414149	9606	ENSG00000176244	ACBD7	acyl-CoA binding domain containing 7	protein-coding
Q96GR2	ACBG1_HUMAN	23205	9606	ENSG00000103740	ACSBG1	acyl-CoA synthetase bubblegum family member 1	protein-coding
Q5FVE4	ACBG2_HUMAN	81616	9606	ENSG00000130377	ACSBG2	acyl-CoA synthetase bubblegum family member 2	protein-coding
P07108	ACBP_HUMAN	1622	9606	ENSG00000155368	DBI	diazepam binding inhibitor, acyl-CoA binding protein	protein-coding
Q6JQN1	ACD10_HUMAN	80724	9606	ENSG00000111271	ACAD10	acyl-CoA dehydrogenase family member 10	protein-coding
Q709F0	ACD11_HUMAN	84129	9606	ENSG00000240303	ACAD11	acyl-CoA dehydrogenase family member 11	protein-coding
P45954	ACDSB_HUMAN	36	9606	ENSG00000196177	ACADSB	acyl-CoA dehydrogenase short/branched chain	protein-coding
Q96AP0	ACD_HUMAN	65057	9606	ENSG00000102977	ACD	ACD shelterin complex subunit and telomerase recruitment factor	protein-coding
Q9BYF1	ACE2_HUMAN	59272	9606	ENSG00000130234	ACE2	angiotensin I converting enzyme 2	protein-coding
Q8TDN7	ACER1_HUMAN	125981	9606	ENSG00000167769	ACER1	alkaline ceramidase 1	protein-coding
Q5QJU3	ACER2_HUMAN	340485	9606	ENSG00000177076	ACER2	alkaline ceramidase 2	protein-coding
Q9NUN7	ACER3_HUMAN	55331	9606	ENSG00000078124	ACER3	alkaline ceramidase 3	protein-coding
P22303	ACES_HUMAN	43	9606	ENSG00000087085	ACHE	acetylcholinesterase (Cartwright blood group)	protein-coding
P12821	ACE_HUMAN	1636	9606	ENSG00000159640	ACE	angiotensin I converting enzyme	protein-coding
Q9GZZ6	ACH10_HUMAN	57053	9606	ENSG00000129749	CHRNA10	cholinergic receptor nicotinic alpha 10 subunit	protein-coding
Q15822	ACHA2_HUMAN	1135	9606	ENSG00000120903	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit	protein-coding
P32297	ACHA3_HUMAN	1136	9606	ENSG00000080644	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit	protein-coding
P43681	ACHA4_HUMAN	1137	9606	ENSG00000101204	CHRNA4	cholinergic receptor nicotinic alpha 4 subunit	protein-coding
P30532	ACHA5_HUMAN	1138	9606	ENSG00000169684	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit	protein-coding
Q15825	ACHA6_HUMAN	8973	9606	ENSG00000147434	CHRNA6	cholinergic receptor nicotinic alpha 6 subunit	protein-coding
P36544	ACHA7_HUMAN	1139	9606	ENSG00000175344	CHRNA7	cholinergic receptor nicotinic alpha 7 subunit	protein-coding
P36544	ACHA7_HUMAN	89832	9606	ENSG00000175344	CHRFAM7A	CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion	protein-coding
Q9UGM1	ACHA9_HUMAN	55584	9606	ENSG00000174343	CHRNA9	cholinergic receptor nicotinic alpha 9 subunit	protein-coding
P02708	ACHA_HUMAN	1134	9606	ENSG00000138435	CHRNA1	cholinergic receptor nicotinic alpha 1 subunit	protein-coding
P17787	ACHB2_HUMAN	1141	9606	ENSG00000160716	CHRNB2	cholinergic receptor nicotinic beta 2 subunit	protein-coding
Q05901	ACHB3_HUMAN	1142	9606	ENSG00000147432	CHRNB3	cholinergic receptor nicotinic beta 3 subunit	protein-coding
P30926	ACHB4_HUMAN	1143	9606	ENSG00000117971	CHRNB4	cholinergic receptor nicotinic beta 4 subunit	protein-coding
P11230	ACHB_HUMAN	1140	9606	ENSG00000170175	CHRNB1	cholinergic receptor nicotinic beta 1 subunit	protein-coding
P11230	ACHB_HUMAN	1140	9606	ENSG00000283946	CHRNB1	cholinergic receptor nicotinic beta 1 subunit	protein-coding
Q07001	ACHD_HUMAN	1144	9606	ENSG00000135902	CHRND	cholinergic receptor nicotinic delta subunit	protein-coding
Q04844	ACHE_HUMAN	1145	9606	ENSG00000108556	CHRNE	cholinergic receptor nicotinic epsilon subunit	protein-coding
P07510	ACHG_HUMAN	1146	9606	ENSG00000196811	CHRNG	cholinergic receptor nicotinic gamma subunit	protein-coding
Q9UKV3	ACINU_HUMAN	22985	9606	ENSG00000100813	ACIN1	apoptotic chromatin condensation inducer 1	protein-coding
Q07912	ACK1_HUMAN	10188	9606	ENSG00000061938	TNK2	tyrosine kinase non receptor 2	protein-coding
Q6P4H8	ACKMT_HUMAN	134145	9606	ENSG00000150756	ATPSCKMT	ATP synthase c subunit lysine N-methyltransferase	protein-coding
Q16570	ACKR1_HUMAN	2532	9606	ENSG00000213088	ACKR1	atypical chemokine receptor 1 (Duffy blood group)	protein-coding
O00590	ACKR2_HUMAN	1238	9606	ENSG00000144648	ACKR2	atypical chemokine receptor 2	protein-coding
P25106	ACKR3_HUMAN	57007	9606	ENSG00000144476	ACKR3	atypical chemokine receptor 3	protein-coding
Q9NPB9	ACKR4_HUMAN	51554	9606	ENSG00000129048	ACKR4	atypical chemokine receptor 4	protein-coding
Q5JWF8	ACL10_HUMAN	170487	9606	ENSG00000288649	ACTL10	actin like 10	protein-coding
O96019	ACL6A_HUMAN	86	9606	ENSG00000136518	ACTL6A	actin like 6A	protein-coding
O94805	ACL6B_HUMAN	51412	9606	ENSG00000077080	ACTL6B	actin like 6B	protein-coding
Q9Y615	ACL7A_HUMAN	10881	9606	ENSG00000187003	ACTL7A	actin like 7A	protein-coding
Q9Y614	ACL7B_HUMAN	10880	9606	ENSG00000148156	ACTL7B	actin like 7B	protein-coding
P53396	ACLY_HUMAN	47	9606	ENSG00000131473	ACLY	ATP citrate lyase	protein-coding
P11229	ACM1_HUMAN	1128	9606	ENSG00000168539	CHRM1	cholinergic receptor muscarinic 1	protein-coding
P08172	ACM2_HUMAN	1129	9606	ENSG00000181072	CHRM2	cholinergic receptor muscarinic 2	protein-coding
P20309	ACM3_HUMAN	1131	9606	ENSG00000133019	CHRM3	cholinergic receptor muscarinic 3	protein-coding
P08173	ACM4_HUMAN	1132	9606	ENSG00000180720	CHRM4	cholinergic receptor muscarinic 4	protein-coding
P08912	ACM5_HUMAN	1133	9606	ENSG00000184984	CHRM5	cholinergic receptor muscarinic 5	protein-coding
Q8TDX5	ACMSD_HUMAN	130013	9606	ENSG00000153086	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	protein-coding
Q8WXI4	ACO11_HUMAN	26027	9606	ENSG00000162390	ACOT11	acyl-CoA thioesterase 11	protein-coding
Q8WYK0	ACO12_HUMAN	134526	9606	ENSG00000172497	ACOT12	acyl-CoA thioesterase 12	protein-coding
Q9NPJ3	ACO13_HUMAN	55856	9606	ENSG00000112304	ACOT13	acyl-CoA thioesterase 13	protein-coding
P21399	ACOHC_HUMAN	48	9606	ENSG00000122729	ACO1	aconitase 1	protein-coding
Q99798	ACON_HUMAN	50	9606	ENSG00000100412	ACO2	aconitase 2	protein-coding
Q86TX2	ACOT1_HUMAN	641371	9606	ENSG00000184227	ACOT1	acyl-CoA thioesterase 1	protein-coding
P49753	ACOT2_HUMAN	10965	9606	ENSG00000119673	ACOT2	acyl-CoA thioesterase 2	protein-coding
Q8N9L9	ACOT4_HUMAN	122970	9606	ENSG00000177465	ACOT4	acyl-CoA thioesterase 4	protein-coding
Q3I5F7	ACOT6_HUMAN	641372	9606	ENSG00000205669	ACOT6	acyl-CoA thioesterase 6	protein-coding
O14734	ACOT8_HUMAN	10005	9606	ENSG00000101473	ACOT8	acyl-CoA thioesterase 8	protein-coding
Q9Y305	ACOT9_HUMAN	23597	9606	ENSG00000123130	ACOT9	acyl-CoA thioesterase 9	protein-coding
Q15067	ACOX1_HUMAN	51	9606	ENSG00000161533	ACOX1	acyl-CoA oxidase 1	protein-coding
Q99424	ACOX2_HUMAN	8309	9606	ENSG00000168306	ACOX2	acyl-CoA oxidase 2	protein-coding
O15254	ACOX3_HUMAN	8310	9606	ENSG00000087008	ACOX3	acyl-CoA oxidase 3, pristanoyl	protein-coding
Q9NUZ1	ACOXL_HUMAN	55289	9606	ENSG00000153093	ACOXL	acyl-CoA oxidase like	protein-coding
Q6ZNF0	ACP7_HUMAN	390928	9606	ENSG00000183760	ACP7	acid phosphatase 7, tartrate resistant (putative)	protein-coding
P13798	ACPH_HUMAN	327	9606	ENSG00000164062	APEH	acylaminoacyl-peptide hydrolase	protein-coding
O14561	ACPM_HUMAN	4706	9606	ENSG00000004779	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	protein-coding
Q8NEB7	ACRBP_HUMAN	84519	9606	ENSG00000111644	ACRBP	acrosin binding protein	protein-coding
P10323	ACRO_HUMAN	49	9606	ENSG00000100312	ACR	acrosin	protein-coding
P10323	ACRO_HUMAN	49	9606	ENSG00000283539	ACR	acrosin	protein-coding
Q08AH3	ACS2A_HUMAN	123876	9606	ENSG00000183747	ACSM2A	acyl-CoA synthetase medium chain family member 2A	protein-coding
Q68CK6	ACS2B_HUMAN	348158	9606	ENSG00000066813	ACSM2B	acyl-CoA synthetase medium chain family member 2B	protein-coding
Q9NUB1	ACS2L_HUMAN	84532	9606	ENSG00000154930	ACSS1	acyl-CoA synthetase short chain family member 1	protein-coding
Q9NR19	ACSA_HUMAN	55902	9606	ENSG00000131069	ACSS2	acyl-CoA synthetase short chain family member 2	protein-coding
Q96CM8	ACSF2_HUMAN	80221	9606	ENSG00000167107	ACSF2	acyl-CoA synthetase family member 2	protein-coding
Q4G176	ACSF3_HUMAN	197322	9606	ENSG00000176715	ACSF3	acyl-CoA synthetase family member 3	protein-coding
Q4L235	ACSF4_HUMAN	132949	9606	ENSG00000157426	AASDH	aminoadipate-semialdehyde dehydrogenase	protein-coding
P33121	ACSL1_HUMAN	2180	9606	ENSG00000151726	ACSL1	acyl-CoA synthetase long chain family member 1	protein-coding
O95573	ACSL3_HUMAN	2181	9606	ENSG00000123983	ACSL3	acyl-CoA synthetase long chain family member 3	protein-coding
O60488	ACSL4_HUMAN	2182	9606	ENSG00000068366	ACSL4	acyl-CoA synthetase long chain family member 4	protein-coding
Q9ULC5	ACSL5_HUMAN	51703	9606	ENSG00000197142	ACSL5	acyl-CoA synthetase long chain family member 5	protein-coding
Q9UKU0	ACSL6_HUMAN	23305	9606	ENSG00000164398	ACSL6	acyl-CoA synthetase long chain family member 6	protein-coding
Q08AH1	ACSM1_HUMAN	116285	9606	ENSG00000166743	ACSM1	acyl-CoA synthetase medium chain family member 1	protein-coding
Q53FZ2	ACSM3_HUMAN	6296	9606	ENSG00000005187	ACSM3	acyl-CoA synthetase medium chain family member 3	protein-coding
P0C7M7	ACSM4_HUMAN	341392	9606	ENSG00000215009	ACSM4	acyl-CoA synthetase medium chain family member 4	protein-coding
Q6NUN0	ACSM5_HUMAN	54988	9606	ENSG00000183549	ACSM5	acyl-CoA synthetase medium chain family member 5	protein-coding
Q6P461	ACSM6_HUMAN	142827	9606	ENSG00000173124	ACSM6	acyl-CoA synthetase medium chain family member 6	protein-coding
Q9H6R3	ACSS3_HUMAN	79611	9606	ENSG00000111058	ACSS3	acyl-CoA synthetase short chain family member 3	protein-coding
P62736	ACTA_HUMAN	59	9606	ENSG00000107796	ACTA2	actin alpha 2, smooth muscle	protein-coding
Q562R1	ACTBL_HUMAN	345651	9606	ENSG00000169067	ACTBL2	actin beta like 2	protein-coding
P60709	ACTB_HUMAN	60	9606	ENSG00000075624	ACTB	actin beta	protein-coding
P68032	ACTC_HUMAN	70	9606	ENSG00000159251	ACTC1	actin alpha cardiac muscle 1	protein-coding
P63261	ACTG_HUMAN	71	9606	ENSG00000184009	ACTG1	actin gamma 1	protein-coding
Q01718	ACTHR_HUMAN	4158	9606	ENSG00000185231	MC2R	melanocortin 2 receptor	protein-coding
P63267	ACTH_HUMAN	72	9606	ENSG00000163017	ACTG2	actin gamma 2, smooth muscle	protein-coding
Q9H568	ACTL8_HUMAN	81569	9606	ENSG00000117148	ACTL8	actin like 8	protein-coding
Q8TC94	ACTL9_HUMAN	284382	9606	ENSG00000181786	ACTL9	actin like 9	protein-coding
P12814	ACTN1_HUMAN	87	9606	ENSG00000072110	ACTN1	actinin alpha 1	protein-coding
P35609	ACTN2_HUMAN	88	9606	ENSG00000077522	ACTN2	actinin alpha 2	protein-coding
Q08043	ACTN3_HUMAN	89	9606	ENSG00000248746	ACTN3	actinin alpha 3 (gene/pseudogene)	protein-coding
O43707	ACTN4_HUMAN	81	9606	ENSG00000130402	ACTN4	actinin alpha 4	protein-coding
O43707	ACTN4_HUMAN	81	9606	ENSG00000282844	ACTN4	actinin alpha 4	protein-coding
P68133	ACTS_HUMAN	58	9606	ENSG00000143632	ACTA1	actin alpha 1, skeletal muscle	protein-coding
Q8TDG2	ACTT1_HUMAN	139741	9606	ENSG00000123165	ACTRT1	actin related protein T1	protein-coding
Q8TDY3	ACTT2_HUMAN	140625	9606	ENSG00000169717	ACTRT2	actin related protein T2	protein-coding
Q9BYD9	ACTT3_HUMAN	84517	9606	ENSG00000184378	ACTRT3	actin related protein T3	protein-coding
P42025	ACTY_HUMAN	10120	9606	ENSG00000115073	ACTR1B	actin related protein 1B	protein-coding
P61163	ACTZ_HUMAN	10121	9606	ENSG00000138107	ACTR1A	actin related protein 1A	protein-coding
P36896	ACV1B_HUMAN	91	9606	ENSG00000135503	ACVR1B	activin A receptor type 1B	protein-coding
Q8NER5	ACV1C_HUMAN	130399	9606	ENSG00000123612	ACVR1C	activin A receptor type 1C	protein-coding
P37023	ACVL1_HUMAN	94	9606	ENSG00000139567	ACVRL1	activin A receptor like type 1	protein-coding
Q04771	ACVR1_HUMAN	90	9606	ENSG00000115170	ACVR1	activin A receptor type 1	protein-coding
Q03154	ACY1_HUMAN	95	9606	ENSG00000243989	ACY1	aminoacylase 1	protein-coding
P45381	ACY2_HUMAN	443	9606	ENSG00000108381	ASPA	aspartoacylase	protein-coding
Q96HD9	ACY3_HUMAN	91703	9606	ENSG00000132744	ACY3	aminoacylase 3	protein-coding
P07311	ACYP1_HUMAN	97	9606	ENSG00000119640	ACYP1	acylphosphatase 1	protein-coding
P14621	ACYP2_HUMAN	98	9606	ENSG00000170634	ACYP2	acylphosphatase 2	protein-coding
O14672	ADA10_HUMAN	102	9606	ENSG00000137845	ADAM10	ADAM metallopeptidase domain 10	protein-coding
O75078	ADA11_HUMAN	4185	9606	ENSG00000073670	ADAM11	ADAM metallopeptidase domain 11	protein-coding
O43184	ADA12_HUMAN	8038	9606	ENSG00000148848	ADAM12	ADAM metallopeptidase domain 12	protein-coding
Q13444	ADA15_HUMAN	8751	9606	ENSG00000143537	ADAM15	ADAM metallopeptidase domain 15	protein-coding
P78536	ADA17_HUMAN	6868	9606	ENSG00000151694	ADAM17	ADAM metallopeptidase domain 17	protein-coding
Q9Y3Q7	ADA18_HUMAN	8749	9606	ENSG00000168619	ADAM18	ADAM metallopeptidase domain 18	protein-coding
Q9Y3Q7	ADA18_HUMAN	8749	9606	ENSG00000278548	ADAM18	ADAM metallopeptidase domain 18	protein-coding
Q9H013	ADA19_HUMAN	8728	9606	ENSG00000135074	ADAM19	ADAM metallopeptidase domain 19	protein-coding
P35348	ADA1A_HUMAN	148	9606	ENSG00000120907	ADRA1A	adrenoceptor alpha 1A	protein-coding
P35368	ADA1B_HUMAN	147	9606	ENSG00000170214	ADRA1B	adrenoceptor alpha 1B	protein-coding
P25100	ADA1D_HUMAN	146	9606	ENSG00000171873	ADRA1D	adrenoceptor alpha 1D	protein-coding
O43506	ADA20_HUMAN	8748	9606	ENSG00000134007	ADAM20	ADAM metallopeptidase domain 20	protein-coding
Q9UKJ8	ADA21_HUMAN	8747	9606	ENSG00000139985	ADAM21	ADAM metallopeptidase domain 21	protein-coding
Q9P0K1	ADA22_HUMAN	53616	9606	ENSG00000008277	ADAM22	ADAM metallopeptidase domain 22	protein-coding
O75077	ADA23_HUMAN	8745	9606	ENSG00000114948	ADAM23	ADAM metallopeptidase domain 23	protein-coding
Q9UKQ2	ADA28_HUMAN	10863	9606	ENSG00000042980	ADAM28	ADAM metallopeptidase domain 28	protein-coding
Q9UKF5	ADA29_HUMAN	11086	9606	ENSG00000168594	ADAM29	ADAM metallopeptidase domain 29	protein-coding
P08913	ADA2A_HUMAN	150	9606	ENSG00000150594	ADRA2A	adrenoceptor alpha 2A	protein-coding
P18089	ADA2B_HUMAN	151	9606	ENSG00000274286	ADRA2B	adrenoceptor alpha 2B	protein-coding
P18825	ADA2C_HUMAN	152	9606	ENSG00000184160	ADRA2C	adrenoceptor alpha 2C	protein-coding
Q9NZK5	ADA2_HUMAN	51816	9606	ENSG00000093072	ADA2	adenosine deaminase 2	protein-coding
Q9UKF2	ADA30_HUMAN	11085	9606	ENSG00000134249	ADAM30	ADAM metallopeptidase domain 30	protein-coding
Q8TC27	ADA32_HUMAN	203102	9606	ENSG00000197140	ADAM32	ADAM metallopeptidase domain 32	protein-coding
Q8TC27	ADA32_HUMAN	203102	9606	ENSG00000275594	ADAM32	ADAM metallopeptidase domain 32	protein-coding
Q9BZ11	ADA33_HUMAN	80332	9606	ENSG00000149451	ADAM33	ADAM metallopeptidase domain 33	protein-coding
Q96M93	ADAD1_HUMAN	132612	9606	ENSG00000164113	ADAD1	adenosine deaminase domain containing 1	protein-coding
Q8NCV1	ADAD2_HUMAN	161931	9606	ENSG00000140955	ADAD2	adenosine deaminase domain containing 2	protein-coding
Q6DHV7	ADAL_HUMAN	161823	9606	ENSG00000168803	ADAL	adenosine deaminase like	protein-coding
Q99965	ADAM2_HUMAN	2515	9606	ENSG00000104755	ADAM2	ADAM metallopeptidase domain 2	protein-coding
Q99965	ADAM2_HUMAN	2515	9606	ENSG00000276286	ADAM2	ADAM metallopeptidase domain 2	protein-coding
Q9H2U9	ADAM7_HUMAN	8756	9606	ENSG00000069206	ADAM7	ADAM metallopeptidase domain 7	protein-coding
P78325	ADAM8_HUMAN	101	9606	ENSG00000151651	ADAM8	ADAM metallopeptidase domain 8	protein-coding
Q13443	ADAM9_HUMAN	8754	9606	ENSG00000168615	ADAM9	ADAM metallopeptidase domain 9	protein-coding
O75689	ADAP1_HUMAN	11033	9606	ENSG00000105963	ADAP1	ArfGAP with dual PH domains 1	protein-coding
Q9NPF8	ADAP2_HUMAN	55803	9606	ENSG00000184060	ADAP2	ArfGAP with dual PH domains 2	protein-coding
O00116	ADAS_HUMAN	8540	9606	ENSG00000018510	AGPS	alkylglycerone phosphate synthase	protein-coding
Q9BUB4	ADAT1_HUMAN	23536	9606	ENSG00000065457	ADAT1	adenosine deaminase tRNA specific 1	protein-coding
Q7Z6V5	ADAT2_HUMAN	134637	9606	ENSG00000189007	ADAT2	adenosine deaminase tRNA specific 2	protein-coding
P00813	ADA_HUMAN	100	9606	ENSG00000196839	ADA	adenosine deaminase	protein-coding
Q86TW2	ADCK1_HUMAN	57143	9606	ENSG00000063761	ADCK1	aarF domain containing kinase 1	protein-coding
Q7Z695	ADCK2_HUMAN	90956	9606	ENSG00000133597	ADCK2	aarF domain containing kinase 2	protein-coding
Q3MIX3	ADCK5_HUMAN	203054	9606	ENSG00000173137	ADCK5	aarF domain containing kinase 5	protein-coding
Q3MIX3	ADCK5_HUMAN	203054	9606	ENSG00000285451	ADCK5	aarF domain containing kinase 5	protein-coding
Q6P093	ADCL2_HUMAN	344752	9606	ENSG00000197953	AADACL2	arylacetamide deacetylase like 2	protein-coding
Q6P093	ADCL2_HUMAN	344752	9606	ENSG00000261846	AADACL2	arylacetamide deacetylase like 2	protein-coding
Q5VUY0	ADCL3_HUMAN	126767	9606	ENSG00000188984	AADACL3	arylacetamide deacetylase like 3	protein-coding
Q5VUY2	ADCL4_HUMAN	343066	9606	ENSG00000204518	AADACL4	arylacetamide deacetylase like 4	protein-coding
Q08828	ADCY1_HUMAN	107	9606	ENSG00000164742	ADCY1	adenylate cyclase 1	protein-coding
Q08462	ADCY2_HUMAN	108	9606	ENSG00000078295	ADCY2	adenylate cyclase 2	protein-coding
O60266	ADCY3_HUMAN	109	9606	ENSG00000138031	ADCY3	adenylate cyclase 3	protein-coding
Q8NFM4	ADCY4_HUMAN	196883	9606	ENSG00000129467	ADCY4	adenylate cyclase 4	protein-coding
Q8NFM4	ADCY4_HUMAN	196883	9606	ENSG00000284814	ADCY4	adenylate cyclase 4	protein-coding
O95622	ADCY5_HUMAN	111	9606	ENSG00000173175	ADCY5	adenylate cyclase 5	protein-coding
O43306	ADCY6_HUMAN	112	9606	ENSG00000174233	ADCY6	adenylate cyclase 6	protein-coding
P51828	ADCY7_HUMAN	113	9606	ENSG00000121281	ADCY7	adenylate cyclase 7	protein-coding
P40145	ADCY8_HUMAN	114	9606	ENSG00000155897	ADCY8	adenylate cyclase 8	protein-coding
O60503	ADCY9_HUMAN	115	9606	ENSG00000162104	ADCY9	adenylate cyclase 9	protein-coding
Q96PN6	ADCYA_HUMAN	55811	9606	ENSG00000143199	ADCY10	adenylate cyclase 10	protein-coding
P35611	ADDA_HUMAN	118	9606	ENSG00000087274	ADD1	adducin 1	protein-coding
P35612	ADDB_HUMAN	119	9606	ENSG00000075340	ADD2	adducin 2	protein-coding
Q9UEY8	ADDG_HUMAN	120	9606	ENSG00000148700	ADD3	adducin 3	protein-coding
O15204	ADEC1_HUMAN	27299	9606	ENSG00000134028	ADAMDEC1	ADAM like decysin 1	protein-coding
Q8N7X0	ADGB_HUMAN	79747	9606	ENSG00000118492	ADGB	androglobin	protein-coding
P07327	ADH1A_HUMAN	124	9606	ENSG00000187758	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	protein-coding
P00325	ADH1B_HUMAN	125	9606	ENSG00000196616	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	protein-coding
P00326	ADH1G_HUMAN	126	9606	ENSG00000248144	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	protein-coding
P08319	ADH4_HUMAN	127	9606	ENSG00000198099	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	protein-coding
P28332	ADH6_HUMAN	130	9606	ENSG00000172955	ADH6	alcohol dehydrogenase 6 (class V)	protein-coding
P40394	ADH7_HUMAN	131	9606	ENSG00000196344	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	protein-coding
P11766	ADHX_HUMAN	128	9606	ENSG00000197894	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	protein-coding
Q0VDE8	ADIG_HUMAN	149685	9606	ENSG00000182035	ADIG	adipogenin	protein-coding
Q5T7M4	ADIPL_HUMAN	388581	9606	ENSG00000184163	C1QTNF12	C1q and TNF related 12	protein-coding
Q15848	ADIPO_HUMAN	9370	9606	ENSG00000181092	ADIPOQ	adiponectin, C1Q and collagen domain containing	protein-coding
Q9Y2D8	ADIP_HUMAN	117178	9606	ENSG00000117155	SSX2IP	SSX family member 2 interacting protein	protein-coding
Q15847	ADIRF_HUMAN	10974	9606	ENSG00000148671	ADIRF	adipogenesis regulatory factor	protein-coding
P55263	ADK_HUMAN	132	9606	ENSG00000156110	ADK	adenosine kinase	protein-coding
Q7Z4H4	ADM2_HUMAN	79924	9606	ENSG00000128165	ADM2	adrenomedullin 2	protein-coding
C9JUS6	ADM5_HUMAN	199800	9606	ENSG00000224420	ADM5	adrenomedullin 5 (putative)	protein-coding
